device_name,start_date_time,end_date_time,actual_start_time,actual_end_time,on_time_seconds,off_time_seconds,total_window_time_seconds,efficiency,has_gap_more_than_2_minutes
Machine1,2025-09-24 07:30,2025-09-25 07:30,2025-09-24 07:30,2025-09-25 05:29,76503,9855,86400,88.55,FALSE
Machine1,2025-09-25 07:30,2025-09-26 07:30,2025-09-25 07:30,2025-09-26 05:29,74785,11604,86400,86.56,FALSE
Machine1,2025-09-26 07:30,2025-09-27 07:30,2025-09-26 07:30,2025-09-27 05:29,68930,17512,86400,79.78,FALSE
Machine1,2025-09-27 07:30,2025-09-28 07:30,2025-09-27 07:30,2025-09-28 05:29,71547,14817,86400,82.81,FALSE
Machine1,2025-09-28 07:30,2025-09-29 07:30,2025-09-28 07:30,2025-09-29 05:29,69859,16535,86400,80.86,FALSE
Machine1,2025-09-29 07:30,2025-09-30 07:30,2025-09-29 07:30,2025-09-30 05:29,77907,8535,86400,90.17,FALSE
Machine1,2025-09-30 07:30,2025-10-01 07:30,2025-09-30 07:30,2025-10-01 05:29,57405,28976,86400,66.44,FALSE
Machine1,2025-10-01 07:30,2025-10-02 07:30,2025-10-01 07:30,2025-10-02 05:29,72895,13483,86400,84.37,FALSE
,,,,,,,,,
,,,,,,,,,
